id	type	modified	language	rights	rightsHolder	bibliographicCitation	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	dataGeneralizations	occurrenceID	catalogNumber	recordedBy	associatedReferences	eventDate	continent	country	countryCode	verbatimLocality	verbatimCoordinates	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	scientificName	kingdom	taxonRank	scientificNameAuthorship	nomenclaturalCode
INBO:FLORA:00002636	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002636	00002636	Karel De Waele	Streeplijst IFFB. Mod. 1973	1985-09-01/1985-09-30	Europe	BELGIUM	BE		e2-38-33	IFBL 1km	50.80787	3.58158	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002637	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002637	00002637	Nationale werkgroep botanie De Wielewaal	Streeplijst IFFB. Mod. 1978	1990-04-01/1990-04-30	Europe	BELGIUM	BE		e2-38-34	IFBL 1km	50.80797	3.59577	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002638	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002638	00002638	Bert Maes;Chris Rövekamp	Inv. Autochtone bomen en struiken	1997-08-01/1997-08-31	Europe	BELGIUM	BE	Nr. Opname 97082002, inheems karakter b, tansley 4, >12 ex. Oudenaarde/Maarkedal, Melden, Koppenbergbos	e2-38-34	IFBL 1km	50.80797	3.59577	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002639	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002639	00002639	Karel De Waele	Streeplijst IFFB. Mod. 1973	1995-08-01/1995-08-31	Europe	BELGIUM	BE		e2-38-44	IFBL 1km	50.80815	3.62414	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002640	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002640	00002640	Karel De Waele	Streeplijst IFFB. Mod. 1973	1974-01-01/1975-12-31	Europe	BELGIUM	BE	Munkzwalm	e3-12-44	IFBL 1km	50.88072	3.73666	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002641	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002641	00002641	Bert Maes;Chris Rövekamp	Inv. Autochtone bomen en struiken	1998-06-01/1998-06-30	Europe	BELGIUM	BE	Nr. Opname 98061106, inheems karakter c/s, tansley 1, Maarkedal, Nukerke, Kabernol	e2-48-11	IFBL 1km	50.79888	3.58173	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002642	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002642	00002642	Marijke Creveld	Inv. Autochtone bomen en struiken	1998-09-01/1998-09-30	Europe	BELGIUM	BE	Nr. Opname 98092101, inheems karakter a/b, , 1 ex. Kluisbergen, Zulzeke, Elenebos	e2-48-13	IFBL 1km	50.78989	3.58188	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002643	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002643	00002643	Karel De Waele	Streeplijst IFFB. Mod. 1978	1989-05-01/1989-05-31	Europe	BELGIUM	BE		e2-48-13	IFBL 1km	50.78989	3.58188	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002644	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002644	00002644	Lieven Kinds	losse waarneming	1991-01-01/1991-12-31	Europe	BELGIUM	BE		e2-48-23	IFBL 1km	50.79008	3.61024	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002645	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002645	00002645	Karel De Waele	Streeplijst IFFB. Mod. 1973	1974-05-01/1974-05-31	Europe	BELGIUM	BE		e2-48-23	IFBL 1km	50.79008	3.61024	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002646	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002646	00002646	Bert Maes;Chris Rövekamp	Inv. Autochtone bomen en struiken	1998-06-01/1998-06-30	Europe	BELGIUM	BE	Nr. Opname 98061107, inheems karakter b, tansley 2, Maarkedal, Nukerke, Hoeve Paapschure	e2-48-31	IFBL 1km	50.78091	3.58203	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002647	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002647	00002647	Karel De Waele; Plantenwerkgroep Wielewaal Schelde-Leie	Streeplijst flower 1995	2001-09-01/2001-09-30	Europe	BELGIUM	BE		e2-48-43	IFBL 1km	50.77210	3.61053	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002648	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002648	00002648	Bert Maes;Marijke Creveld	Inv. Autochtone bomen en struiken	1998-09-01/1998-09-30	Europe	BELGIUM	BE	Nr. Opname 98091402, inheems karakter a/b, tansley 1, 1 ex. Maarkedal, Ronse, Spichtenberg	e2-48-43	IFBL 1km	50.77210	3.61053	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002649	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002649	00002649	Hugo Ruysseveldt	Streeplijst IFFB. Mod. 1978	2000-09-01/2000-09-30	Europe	BELGIUM	BE		e2-52-11	IFBL 1km	50.76016	3.24221	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002650	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002650	00002650	Leon Delvosalle	Streeplijst IFFB. Mod. 1973	1975-10-01/1975-10-31	Europe	BELGIUM	BE	Kooigem	e2-53-24	IFBL 1km	50.75208	3.34160	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002651	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002651	00002651	Marika Strobbe;Guido Ostyn	Streeplijst IFFB. Mod. 1973	1985-07-01/1985-07-31	Europe	BELGIUM	BE		e2-53-24	IFBL 1km	50.75208	3.34160	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002652	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002652	00002652	Lucrèse Vannieuwerburgh;Karel De Waele;Willy Herreman	Streeplijst flower 1995	2001-05-01/2001-05-31	Europe	BELGIUM	BE		e2-54-22	IFBL 1km	50.76155	3.39809	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002653	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002653	00002653	Karel De Waele; Plantenwerkgroep Wielewaal Schelde-Leie	Streeplijst flower 1995	1998-05-01/1998-05-31	Europe	BELGIUM	BE		e2-56-23	IFBL 1km	50.75334	3.49747	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002654	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002654	00002654	Marc Leten; Nationale werkgroep botanie De Wielewaal	Streeplijst IFFB. Mod. 1978	1989-05-01/1989-05-31	Europe	BELGIUM	BE		e2-56-22	IFBL 1km	50.76243	3.51147	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002655	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002655	00002655	Marc Leten	Streeplijst IFFB. Mod. 1973	1976-07-01/1976-07-31	Europe	BELGIUM	BE		e2-57-11	IFBL 1km	50.76254	3.52564	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002656	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002656	00002656	Plantenwerkgroep Wielewaal Schelde-Leie	Streeplijst IFFB. Mod. 1973	1994-04-01/1994-04-30	Europe	BELGIUM	BE		e2-57-12	IFBL 1km	50.76264	3.53982	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002657	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002657	00002657	Paul De Clercq	Streeplijst IFFB. Mod. 1973	1976-01-01/1976-12-31	Europe	BELGIUM	BE		e3-14-34	IFBL 1km	50.88115	3.82192	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002658	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002658	00002658	André Kampen	Streeplijst flower 1995	2000-05-01/2000-05-31	Europe	BELGIUM	BE		e3-16-24	IFBL 1km	50.89970	3.96385	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002659	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002659	00002659	André Kampen	Streeplijst flower 1995	2000-02-01/2000-10-31	Europe	BELGIUM	BE		e3-16-24	IFBL 1km	50.89970	3.96385	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002660	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002660	00002660	Laurent Annaert;André Kampen	Streeplijst flower 1995	2000-09-01/2000-09-30	Europe	BELGIUM	BE		e3-16-24	IFBL 1km	50.89970	3.96385	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002661	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002661	00002661	Koen Verhoeyen	Streeplijst flower 1995	1996-06-01/1996-06-30	Europe	BELGIUM	BE		e3-12-11	IFBL 1km	50.90745	3.69365	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002662	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002662	00002662	Guido Tack;Paul Van den Bremt	Streeplijst IFFB. Mod. 1973	1985-04-01/1985-09-30	Europe	BELGIUM	BE	Oudenaarde (Ename, Mater)	e3-21-31	IFBL 1km	50.85318	3.63762	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002663	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002663	00002663	Bert Maes;Emma Van den Dool	Inv. Autochtone bomen en struiken	1998-08-01/1998-08-31	Europe	BELGIUM	BE	Nr. Opname 98081305, inheems karakter a/b, tansley 2, 4 ex. Oudenaarde, Ename, Bos t’ Ename	e3-21-31	IFBL 1km	50.85318	3.63762	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002664	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002664	00002664	Bert Maes;Chris Rövekamp	Inv. Autochtone bomen en struiken	1997-08-01/1997-08-31	Europe	BELGIUM	BE	Nr. Opname 97082003, inheems karakter a/b, tansley 3, Oudenaarde, Ename, Bos t’ Ename	e3-21-33	IFBL 1km	50.84419	3.63776	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
INBO:FLORA:00002665	Event	2014-12-06	nl	http://creativecommons.org/publicdomain/zero/1.0/ & https://github.com/LifeWatchINBO/norms-for-data-use	INBO	Van Landuyt W, Vanhecke L, Brosens D (2012) Florabank 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region). PhytoKeys 12: 59–67. doi: team.3897/phytokeys.12.2849	http://dataset.inbo.be/florabank1-occurrences	INBO	INBO	FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)	INBO	HumanObservation	The centroid coördinates of the IFBL square containing the occurence were given	INBO:FLORA:00002665	00002665	Paul Van den Bremt	digitale streeplijst	1993-07-01/1993-07-31	Europe	BELGIUM	BE		e3-21-33	IFBL 1km	50.84419	3.63776	WGS84	700	Acer campestre	Plantae	Species	L.	ICBN
